H99 ID,H99 Standard Name,H99 alias,H99 alias PMID,PMID used H99,Description H99,JEC21 ID,JEC21 Standard name,JEC21 alias,JEC21 alias PMID,PMID used JEC21,Description JEC21,B3501A ID,B3501A Standard name,B3501A alias,B3501A alias PMID,PMID used B3501A,Description B3501A,WM276_ID,WM276 Standard name,WM276 alias,WM276 alias PMID,PMID used WM276,Description WM276,R265_ID,R265 Standard name,R265 alias,R265 alias PMID,R265 PMID,Description R265,Description H99,Description non-H99,Synteny checked?,Update from Supplement,Curator Comment for FungiDB,H99 Genbank description,AHRD description,Top Sc hit,Sc Name,Sc eval,Sc hit % ID,H99 query length
CNAG_05290,SPT3,,,20581290,predicted saga histone acetyltransferase complex component,CNH03410,SPT3,,,20581290,predicted saga histone acetyltransferase complex component,CNBI3380,SPT3,,,20581290,predicted saga histone acetyltransferase complex component,CGB_I4300C,SPT3,,,20581290,predicted saga histone acetyltransferase complex component,CNBG_5713,SPT3,,,20581290,predicted saga histone acetyltransferase complex component,predicted saga histone acetyltransferase complex component,predicted saga histone acetyltransferase complex component,yes,,,transcription initiation protein SPT3,Protein SPT3,YDR392W,SPT3,1.6000000000000001333e-29,35.78,313
CNAG_03850,SPT7,,,20581290,predicted saga histone acetyltransferase complex component,CNB03400,SPT7,,,20581290,predicted saga histone acetyltransferase complex component,CNBB2290,SPT7,,,20581290,predicted saga histone acetyltransferase complex component,CGB_A2740W,SPT7,,,20581290,predicted saga histone acetyltransferase complex component,CNBG_1568,SPT7,,,20581290,predicted saga histone acetyltransferase complex component,predicted saga histone acetyltransferase complex component,predicted saga histone acetyltransferase complex component,yes,,,transcriptional activator SPT7,Bromodomain-containing protein 1,YBR081C,SPT7,2.8999999999999997915e-16,21.39,776
CNAG_06597,SPT8,,,20581290,predicted saga histone acetyltransferase complex component,CNF04210,SPT8,,,20581290,predicted saga histone acetyltransferase complex component,CNBF0650,SPT8,,,20581290,predicted saga histone acetyltransferase complex component,CGB_F1010W,SPT8,,,20581290,predicted saga histone acetyltransferase complex component,CNBG_1965,SPT8,,,20581290,predicted saga histone acetyltransferase complex component,predicted saga histone acetyltransferase complex component,predicted saga histone acetyltransferase complex component,yes,,,transcriptional activator SPT8,Guanine nucleotide-binding protein subunit beta-5,YLR055C,SPT8,4.4000000000000001018e-42,28.77,723
CNAG_04804,SRE1,,,17462012,sterol regulatory element-binding protein,CNJ02310,SRE1,,,17462012,sterol regulatory element-binding protein,CNBJ1170,SRE1,,,17462012,sterol regulatory element-binding protein,CGB_I3220C,SRE1,,,17462012,sterol regulatory element-binding protein,CNBG_5640,SRE1,,,17462012,sterol regulatory element-binding protein,sterol regulatory element-binding protein,sterol regulatory element-binding protein,yes,,,hypothetical protein,Sterol regulatory element-binding protein 1,,,,,
CNAG_00654,SRX1,,,19542307,sulfiredoxin,CNA06340,SRX1,,,19542307,sulfiredoxin,CNBA6150,SRX1,,,19542307,sulfiredoxin,CGB_A7130W,SRX1,,,19542307,sulfiredoxin,CNBG_1275,SRX1,,,19542307,sulfiredoxin,sulfiredoxin,sulfiredoxin,yes,,,sulfiredoxin,Sulfiredoxin-1,YKL086W,SRX1,.00001399999999999999979,29.41,119
CNAG_06443,SSA1,KAR2,23484059,17040492,putative ATPase and ER protein chaperone similar to Kar2,CNN01680,SSA1,,,17040492,putative ATPase and ER protein chaperone similar to Kar2,CNBN1630,SSA1,,,17040492,putative ATPase and ER protein chaperone similar to Kar2,CGB_N2420C,SSA1,,,17040492,putative ATPase and ER protein chaperone similar to Kar2,CNBG_5018,SSA1,,,17040492,putative ATPase and ER protein chaperone similar to Kar2,putative ATPase and ER protein chaperone similar to Kar2,putative ATPase and ER protein chaperone similar to Kar2,yes,,,glucose-regulated protein,Heat shock 70 kDa protein 1B,YJL034W,KAR2,3.0999999999999999491e-153,67.52,665
CNAG_03345,SSD1,,,16194228,putative translational repressor,CNG02350,SSD1,,,16194228,putative translational repressor,CNBG2420,SSD1,,,16194228,putative translational repressor,CGB_G3450C,SSD1,,,16194228,putative translational repressor,CNBG_2258,SSD1,,,16194228,putative translational repressor,putative translational repressor,putative translational repressor,yes,,,hypothetical protein,Exoribonuclease 2,YDR293C,SSD1,3.6999999999999999451e-83,34.93,1145
CNAG_03818,SSK1,,,16672377,two-component system response regulator,CNB03090,SSK1,,,16672377,two-component system response regulator,CNBB2610,SSK1,,,16672377,two-component system response regulator,CGB_A3270W,SSK1,,,16672377,two-component system response regulator,CNBG_1536,SSK1,,,16672377,two-component system response regulator,two-component system response regulator,two-component system response regulator,yes,,,"osomolarity two-component system, response regulator SSK1",Hybrid signal transduction histidine kinase B,YLR006C,SSK1,2.5000000000000001399e-33,35.08,496
CNAG_05063,SSK2,,,17951522,ste/ste11/ssk protein kinase,CNL05560,SSK2,,,17951522,ste/ste11/ssk protein kinase,CNBI1260,SSK2,,,17951522,ste/ste11/ssk protein kinase,CGB_D1460C,SSK2,,,17951522,ste/ste11/ssk protein kinase,CNBG_4621,SSK2,,,17951522,ste/ste11/ssk protein kinase,ste/ste11/ssk protein kinase,ste/ste11/ssk protein kinase,yes,,,STE/STE11/SSK protein kinase,Serine/threonine-protein kinase 4,YNR031C,SSK2,2.2000000000000001296e-102,29.31,1276
CNAG_00440,SSN801,,,21559476,cyclin subunit of mediator subcomplex,CNA04230,SSN801,,,21559476,cyclin subunit of mediator subcomplex,CNBA4060,SSN801,,,21559476,cyclin subunit of mediator subcomplex,CGB_A4340W,SSN801,,,21559476,cyclin subunit of mediator subcomplex,CNBG_1469,SSN801,,,21559476,cyclin subunit of mediator subcomplex,cyclin subunit of mediator subcomplex,cyclin subunit of mediator subcomplex,yes,,,cyclin C,Cyclin-C,YNL025C,SSN8,7.1000000000000000389e-14,30.37,326
CNAG_00067,SSS1,,,21602483,sec61 translocation complex protein,CNA00580,SSS1,,,21602483,sec61 translocation complex protein,CNBA0560,SSS1,,,21602483,sec61 translocation complex protein,CGB_B0610W,SSS1,,,21602483,sec61 translocation complex protein,CNBG_0487,SSS1,,,21602483,sec61 translocation complex protein,sec61 translocation complex protein,sec61 translocation complex protein,yes,,,protein translocase SEC61 complex gamma subunit,Probable protein transport protein Sec61 subunit gamma,YDR086C,SSS1,.000019000000000000001046,45.45,66
CNAG_05785,STB4,,,18854164,putative transcription factor,CNF01930,STB4,,,18854164,putative transcription factor,CNBF2770,STB4,,,18854164,putative transcription factor,CGB_F4130C,STB4,,,18854164,putative transcription factor,CNBG_1758,STB4,,,18854164,putative transcription factor,putative transcription factor,putative transcription factor,yes,updated,,hypothetical protein,Quinic acid utilization activator,,,,,
CNAG_06980,STE11alpha,,,12455690,"mapkk kinase, ste/ste11 protein kinase",CND05760,STE11alpha,,,12455690,"mapkk kinase, ste/ste11 protein kinase",CNBD0630,STE11alpha,,,12455690,"mapkk kinase, ste/ste11 protein kinase",CGB_I1040C,STE11alpha,,,12455690,"mapkk kinase, ste/ste11 protein kinase",none,,,,12455690,"mapkk kinase, ste/ste11 protein kinase","mapkk kinase, ste/ste11 protein kinase","mapkk kinase, ste/ste11 protein kinase",yes,,,STE/STE11 protein kinase,Serine/threonine-protein kinase 25,YLR362W,STE11,1.5000000000000000938e-60,47.09,378
CNAG_01454,STE12alpha,,,12455690,ste-like transcription factor,CND05810,STE12alpha,,,12455690,ste-like transcription factor,CNBD0580,STE12alpha,,,12455690,ste-like transcription factor,CGB_I1200C,STE12alpha,,,12455690,ste-like transcription factor,CNBG_5858,STE12alpha,,,12455690,ste-like transcription factor,ste-like transcription factor,ste-like transcription factor,yes,,,transcription factor STE12,Zinc finger protein 22,YHR084W,STE12,1.0999999999999999246e-18,38.61,202
CNAG_07408,STE20alpha,,,12455960,ste/ste20/paka protein kinase,CND05790,STE20alpha,,,12455960,ste/ste20/paka protein kinase,CNBD0600,STE20alpha,,,12455960,ste/ste20/paka protein kinase,CGB_I1060C,STE20alpha,,,12455960,ste/ste20/paka protein kinase,CNBG_5867,STE20alpha,,,12455960,ste/ste20/paka protein kinase,ste/ste20/paka protein kinase,ste/ste20/paka protein kinase,yes,,,STE/STE20/PAKA protein kinase,Serine/threonine-protein kinase 3,YOL113W,SKM1,1.7000000000000001331e-91,39.02,651
CNAG_06808,STE3alpha,,,12455960,a-factor pheromone receptor,CND05800,STE3alpha,CPRalpha,12455991,12455960,a-factor pheromone receptor,CNBD0590,STE3alpha,,,12455960,a-factor pheromone receptor,CGB_I1090W,STE3alpha,,,12455960,a-factor pheromone receptor,CNBG_5865,STE3alpha,,,12455960,a-factor pheromone receptor,a-factor pheromone receptor,a-factor pheromone receptor,yes,updated,,pheromone a factor receptor,Pheromone receptor 1,YKL178C,STE3,2.800000000000000027e-19,27.33,300
CNAG_07507,STE50,,,20971202,mapk signaling pathway adaptor protein,CNC05800,STE50,,,20971202,mapk signaling pathway adaptor protein,CNBC1380,STE50,,,20971202,mapk signaling pathway adaptor protein,CGB_C8370W,STE50,,,20971202,mapk signaling pathway adaptor protein,CNBG_3612,STE50,,,20971202,mapk signaling pathway adaptor protein,mapk signaling pathway adaptor protein,mapk signaling pathway adaptor protein,yes,,,protein kinase regulator,Putative neutrophil cytosol factor 1B,YCL032W,STE50,.00000042000000000000000217,28.11,249
CNAG_03600,STE6,,,22466042,putative pheromone transporter,CNB01030,STE6,,,22466042,putative pheromone transporter,CNBB4680,STE6,,,22466042,putative pheromone transporter,CGB_B6670C,STE6,,,22466042,putative pheromone transporter,CNBG_0006,STE6,,,22466042,putative pheromone transporter,putative pheromone transporter,putative pheromone transporter,yes,,,"ATP-binding cassette, subfamily B (MDR/TAP), member 1",Lipid A export ATP-binding/permease protein MsbA Lipid A export ATP-binding/permease protein MsbA Lipid A export ATP-binding/permease protein MsbA Lipid A export ATP-binding/permease protein MsbA,YKL209C,STE6,4.2999999999999996377e-105,27.88,1456
CNAG_01730,STE7,,,12828643,map kinase kinase,CNC02350,STE7,,,12828643,map kinase kinase,CNBC4890,STE7,,,12828643,map kinase kinase,CGB_C3420C,STE7,,,12828643,map kinase kinase,CNBG_3269,STE7,,,12828643,map kinase kinase,map kinase kinase,map kinase kinase,yes,,,STE/STE7/MEK1 protein kinase,Serine/threonine-protein kinase 3,YDL159W,STE7,2.4999999999999998232e-41,35.25,451
CNAG_01683,STL1,,,19542307,putative monosaccharide transporter,CNC01940,STL1,,,19542307,putative monosaccharide transporter,CNBC5310,STL1,,,19542307,putative monosaccharide transporter,CGB_C2780W,STL1,,,19542307,putative monosaccharide transporter,CNBG_3229,STL1,,,19542307,putative monosaccharide transporter,putative monosaccharide transporter,putative monosaccharide transporter,yes,,,monosaccharide transporter,"Solute carrier family 2, facilitated glucose transporter member 2",YDR536W,STL1,1.6999999999999998817e-100,47.47,533
CNAG_05742,STP1,,,17319742,putative site-2 protease,CNF02350,STP1,,,17319742,putative site-2 protease,CNBF2350,STP1,,,17319742,putative site-2 protease,CGB_F3440C,STP1,,,17319742,putative site-2 protease,CNBG_1801,STP1,,,17319742,putative site-2 protease,putative site-2 protease,putative site-2 protease,yes,,,hypothetical protein,Membrane-bound transcription factor site-2 protease,,,,,
CNAG_03171,SWE1,,,20696827,serine/threonine-protein kinase,CNG03960,SWE1,,,20696827,serine/threonine-protein kinase,CNBG0770,SWE1,,,20696827,serine/threonine-protein kinase,CGB_G1100C,SWE1,,,20696827,serine/threonine-protein kinase,CNBG_2413,SWE1,,,20696827,serine/threonine-protein kinase,serine/threonine-protein kinase,serine/threonine-protein kinase,yes,,,Wee protein kinase,Serine/threonine-protein kinase 24,YJL187C,SWE1,9.3000000000000002874e-21,26.91,680
CNAG_06814,SXI1alpha,,,12464634,alpha cell-type homeodomain transcription factor,CND05950,SXI1alpha,,,12464634,alpha cell-type homeodomain transcription factor,CNBD0450,SXI1alpha,,,12464634,alpha cell-type homeodomain transcription factor,CGB_I0510W,SXI1alpha,,,12464634,alpha cell-type homeodomain transcription factor,CNBG_5880,SXI1alpha,,,12464634,alpha cell-type homeodomain transcription factor,alpha cell-type homeodomain transcription factor,alpha cell-type homeodomain transcription factor,yes,,,hypothetical protein,Unknown protein,,,,,
CNAG_01972,TAF10,,,20581290,C2H2 zinc finger protein,CNK03060,TAF10,,,20581290,C2H2 zinc finger protein,CNBK0420,TAF10,,,20581290,C2H2 zinc finger protein,CGB_K0550W,TAF10,,,20581290,C2H2 zinc finger protein,CNBG_2980,TAF10,,,20581290,C2H2 zinc finger protein,C2H2 zinc finger protein,C2H2 zinc finger protein,yes,,,C2H2 zinc finger protein Zas1A,Unknown protein,,,,,
CNAG_06861,TAF12,,,20581290,putative TFIID and saga complex component,CND06400,TAF12,,,20581290,putative TFIID and saga complex component,CNBD0050,TAF12,,,20581290,putative TFIID and saga complex component,CGB_I0090C,TAF12,,,20581290,putative TFIID and saga complex component,CNBG_5920,TAF12,,,20581290,putative TFIID and saga complex component,putative TFIID and saga complex component,putative TFIID and saga complex component,yes,,,hypothetical protein,Transcription initiation factor TFIID subunit 12,,,,,
CNAG_05428,TAF5,,,20581290,putative TFIID and saga complex component,CNH00940,TAF5,,,20581290,putative TFIID and saga complex component,CNBL0890,TAF5,,,20581290,putative TFIID and saga complex component,CGB_L0640W,TAF5,,,20581290,putative TFIID and saga complex component,CNBG_4427,TAF5,,,20581290,putative TFIID and saga complex component,putative TFIID and saga complex component,putative TFIID and saga complex component,yes,,,transcription initiation factor TFIID subunit 5,WD repeat-containing protein 5B,YBR198C,TAF5,2.5999999999999998546e-57,33.61,714
CNAG_02536,TAF6,,,20581290,putative TFIID and saga complex component,CNE00290,TAF6,,,20581290,putative TFIID and saga complex component,CNBE0210,TAF6,,,20581290,putative TFIID and saga complex component,CGB_E0240C,TAF6,,,20581290,putative TFIID and saga complex component,CNBG_4231,TAF6,,,20581290,putative TFIID and saga complex component,putative TFIID and saga complex component,putative TFIID and saga complex component,yes,,,transcription initiation factor TFIID subunit 6,Transcription initiation factor TFIID subunit 6,YGL112C,TAF6,1.0999999999999999347e-27,29.13,381
CNAG_07565,TAF9,,,20581290,putative TFIID and saga complex component,CNK01010,TAF9,,,20581290,putative TFIID and saga complex component,CNBK2490,TAF9,,,20581290,putative TFIID and saga complex component,CGB_K3240W,TAF9,,,20581290,putative TFIID and saga complex component,CNBG_3170,TAF9,,,20581290,putative TFIID and saga complex component,putative TFIID and saga complex component,putative TFIID and saga complex component,yes,,,transcription initiation factor TFIID subunit 9B,Transcription initiation factor TFIID subunit 9,YMR236W,TAF9,2.4999999999999998487e-12,37.4,123
CNAG_01984,TAL1,,,16524907,transaldolase,CNK03170,TAL1,,,16524907,transaldolase,CNBK0310,TAL1,,,16524907,transaldolase,CGB_K0400W,TAL1,,,16524907,transaldolase,CNBG_2968,TAL1,,,16524907,transaldolase,transaldolase,transaldolase,yes,,,transaldolase,Transaldolase 1,YLR354C,TAL1,2.5999999999999999372e-79,65.22,322
CNAG_03622,TAO3,,,16775005,ram signaling network cell polarity protein,CNB01240,TAO3,,,16775005,ram signaling network cell polarity protein,CNBB4480,TAO3,,,16775005,ram signaling network cell polarity protein,CGB_B6460C,TAO3,,,16775005,ram signaling network cell polarity protein,CNBG_0026,TAO3,,,16775005,ram signaling network cell polarity protein,ram signaling network cell polarity protein,ram signaling network cell polarity protein,yes,,,cell polarity protein mor2,Cell polarity protein mor2,YIL129C,TAO3,2.6999999999999999388e-118,25.57,2163
CNAG_01850,TCO1,,,16672377,two-component-like sensor kinase,CNC03340,TCO1,,,16672377,two-component-like sensor kinase,CNBC3870,TCO1,,,16672377,two-component-like sensor kinase,CGB_C5190C,TCO1,,,16672377,two-component-like sensor kinase,CNBG_3370,TCO1,,,16672377,two-component-like sensor kinase,two-component-like sensor kinase,two-component-like sensor kinase,yes,,,Atypical/HisK protein kinase,Histidine kinase 4,YIL147C,SLN1,8.3999999999999992328e-15,23.49,762
CNAG_05590,TCO2,,,16672377,two-component-like sensor kinase,CNH02350,TCO2,,,16672377,two-component-like sensor kinase,CNBL2360,TCO2,,,16672377,two-component-like sensor kinase,CGB_L2780C,TCO2,,,16672377,two-component-like sensor kinase,CNBG_4282,TCO2,,,16672377,two-component-like sensor kinase,two-component-like sensor kinase,two-component-like sensor kinase,yes,,,hypothetical protein,Two-component response regulator-like PRR73,YLR006C,SSK1,.0000034999999999999999475,30.77,169
CNAG_03355,TCO4,,,16672377,two-component-like sensor kinase,CNG02240,TCO4,,,16672377,two-component-like sensor kinase,CNBG2500,TCO4,,,16672377,two-component-like sensor kinase,CGB_G3520W,TCO4,,,16672377,two-component-like sensor kinase,CNBG_2249,TCO4,,,16672377,two-component-like sensor kinase,two-component-like sensor kinase,two-component-like sensor kinase,yes,,,hypothetical protein,Histidine kinase 4,YHR206W,SKN7,.000001700000000000000029,29.49,156
CNAG_00106,TCO5,,,16672377,two-component-like sensor kinase,CNA00970,TCO5,,,16672377,two-component-like sensor kinase,CNBA0940,TCO5,,,16672377,two-component-like sensor kinase,CGB_B1200C,TCO5,,,16672377,two-component-like sensor kinase,CNBG_0447,TCO5,,,16672377,two-component-like sensor kinase,two-component-like sensor kinase,two-component-like sensor kinase,yes,,,two-component system sensor protein,Two-component system protein A,YIL147C,SLN1,.0000003599999999999999943,19.78,819
CNAG_00363,TCO6,,,16672377,two-component-like sensor kinase,CNA03400,TCO6,,,16672377,two-component-like sensor kinase,CNBA3270,TCO6,,,16672377,two-component-like sensor kinase,CGB_B3870C,TCO6,,,16672377,two-component-like sensor kinase,CNBG_0218,TCO6,,,16672377,two-component-like sensor kinase,two-component-like sensor kinase,two-component-like sensor kinase,yes,,,two-component system sensor protein,Two-component system protein A,YLR006C,SSK1,.00000014999999999999999321,28.84,267
CNAG_06278,TCO7,,,16672377,two-component-like sensor kinase,CNN00160,TCO7,,,16672377,two-component-like sensor kinase,CNBN0140,TCO7,,,16672377,two-component-like sensor kinase,CGB_N0120W,TCO7,,,16672377,two-component-like sensor kinase,CNBG_5160,TCO7,,,16672377,two-component-like sensor kinase,two-component-like sensor kinase,two-component-like sensor kinase,yes,,,hypothetical protein,Histidine kinase 5,,,,,
CNAG_06125,TEF1,,,9367655,elongation factor 1-alpha,CNM01300,TEF1,,,9367655,elongation factor 1-alpha,CNBM1160,TEF1,,,9367655,elongation factor 1-alpha,CGB_M1520C,TEF1,,,9367655,elongation factor 1-alpha,CNBG_4834,TEF1,,,9367655,elongation factor 1-alpha,elongation factor 1-alpha,elongation factor 1-alpha,yes,,,elongation factor 1-alpha,Elongation factor 1-alpha,YPR080W,TEF1,2.2999999999999998761e-179,85.19,459
CNAG_03301,TIM13,,,20581290,mitochondrial import inner membrane translocase subunit,CNG02760,TIM13,,,20581290,mitochondrial import inner membrane translocase subunit,CNBG2010,TIM13,,,20581290,mitochondrial import inner membrane translocase subunit,CGB_G3040C,TIM13,,,20581290,mitochondrial import inner membrane translocase subunit,CNBG_2298,TIM13,,,20581290,mitochondrial import inner membrane translocase subunit,mitochondrial import inner membrane translocase subunit,mitochondrial import inner membrane translocase subunit,yes,,,mitochondrial import inner membrane translocase subunit TIM13,Mitochondrial import inner membrane translocase subunit TIM13 Mitochondrial import inner membrane translocase subunit TIM13,YGR181W,TIM13,3.1999999999999999356e-11,40.21,97
